"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-01","Canada","2021A000011124","Employment","Men+","40 to 44 years","Persons in thousands","428","thousands","3","v2091295","1.3.2.14","1219.2","","","","1"
"2025-02","Canada","2021A000011124","Employment","Men+","40 to 44 years","Persons in thousands","428","thousands","3","v2091295","1.3.2.14","1231.7","","","","1"
"2025-03","Canada","2021A000011124","Employment","Men+","40 to 44 years","Persons in thousands","428","thousands","3","v2091295","1.3.2.14","1233.8","","","","1"
"2024-11","Canada","2021A000011124","Employment","Men+","45 to 49 years","Persons in thousands","428","thousands","3","v2091296","1.3.2.15","1070.0","","","","1"
"2024-12","Canada","2021A000011124","Employment","Men+","45 to 49 years","Persons in thousands","428","thousands","3","v2091296","1.3.2.15","1069.0","","","","1"
"2025-01","Canada","2021A000011124","Employment","Men+","45 to 49 years","Persons in thousands","428","thousands","3","v2091296","1.3.2.15","1079.5","","","","1"
"2025-02","Canada","2021A000011124","Employment","Men+","45 to 49 years","Persons in thousands","428","thousands","3","v2091296","1.3.2.15","1094.0","","","","1"
"2025-03","Canada","2021A000011124","Employment","Men+","45 to 49 years","Persons in thousands","428","thousands","3","v2091296","1.3.2.15","1106.0","","","","1"
"2024-11","Canada","2021A000011124","Employment","Men+","50 to 54 years","Persons in thousands","428","thousands","3","v2091297","1.3.2.16","1050.9","","","","1"
"2024-12","Canada","2021A000011124","Employment","Men+","50 to 54 years","Persons in thousands","428","thousands","3","v2091297","1.3.2.16","1031.5","","","","1"
"2025-01","Canada","2021A000011124","Employment","Men+","50 to 54 years","Persons in thousands","428","thousands","3","v2091297","1.3.2.16","1018.8","","","","1"
"2025-02","Canada","2021A000011124","Employment","Men+","50 to 54 years","Persons in thousands","428","thousands","3","v2091297","1.3.2.16","1022.1","","","","1"
"2025-03","Canada","2021A000011124","Employment","Men+","50 to 54 years","Persons in thousands","428","thousands","3","v2091297","1.3.2.16","1001.7","","","","1"
"2024-11","Canada","2021A000011124","Employment","Men+","55 to 59 years","Persons in thousands","428","thousands","3","v2091298","1.3.2.17","933.3","","","","1"
"2024-12","Canada","2021A000011124","Employment","Men+","55 to 59 years","Persons in thousands","428","thousands","3","v2091298","1.3.2.17","934.9","","","","1"
"2025-01","Canada","2021A000011124","Employment","Men+","55 to 59 years","Persons in thousands","428","thousands","3","v2091298","1.3.2.17","915.8","","","","1"
"2025-02","Canada","2021A000011124","Employment","Men+","55 to 59 years","Persons in thousands","428","thousands","3","v2091298","1.3.2.17","905.2","","","","1"
"2025-03","Canada","2021A000011124","Employment","Men+","55 to 59 years","Persons in thousands","428","thousands","3","v2091298","1.3.2.17","903.3","","","","1"
"2024-11","Canada","2021A000011124","Employment","Men+","60 to 64 years","Persons in thousands","428","thousands","3","v2091299","1.3.2.18","808.1","","","","1"
"2024-12","Canada","2021A000011124","Employment","Men+","60 to 64 years","Persons in thousands","428","thousands","3","v2091299","1.3.2.18","789.2","","","","1"
"2025-01","Canada","2021A000011124","Employment","Men+","60 to 64 years","Persons in thousands","428","thousands","3","v2091299","1.3.2.18","785.1","","","","1"
"2025-02","Canada","2021A000011124","Employment","Men+","60 to 64 years","Persons in thousands","428","thousands","3","v2091299","1.3.2.18","775.0","","","","1"
"2025-03","Canada","2021A000011124","Employment","Men+","60 to 64 years","Persons in thousands","428","thousands","3","v2091299","1.3.2.18","778.9","","","","1"
"2024-11","Canada","2021A000011124","Employment","Men+","65 years and over","Persons in thousands","428","thousands","3","v2091300","1.3.2.19","646.7","","","","1"
"2024-12","Canada","2021A000011124","Employment","Men+","65 years and over","Persons in thousands","428","thousands","3","v2091300","1.3.2.19","666.4","","","","1"
"2025-01","Canada","2021A000011124","Employment","Men+","65 years and over","Persons in thousands","428","thousands","3","v2091300","1.3.2.19","648.5","","","","1"
"2025-02","Canada","2021A000011124","Employment","Men+","65 years and over","Persons in thousands","428","thousands","3","v2091300","1.3.2.19","655.8","","","","1"
"2025-03","Canada","2021A000011124","Employment","Men+","65 years and over","Persons in thousands","428","thousands","3","v2091300","1.3.2.19","653.3","","","","1"
"2024-11","Canada","2021A000011124","Employment","Men+","65 to 69 years","Persons in thousands","428","thousands","3","v2091301","1.3.2.20","388.1","","","","1"
"2024-12","Canada","2021A000011124","Employment","Men+","65 to 69 years","Persons in thousands","428","thousands","3","v2091301","1.3.2.20","398.9","","","","1"
"2025-01","Canada","2021A000011124","Employment","Men+","65 to 69 years","Persons in thousands","428","thousands","3","v2091301","1.3.2.20","382.6","","","","1"
"2025-02","Canada","2021A000011124","Employment","Men+","65 to 69 years","Persons in thousands","428","thousands","3","v2091301","1.3.2.20","393.3","","","","1"
"2025-03","Canada","2021A000011124","Employment","Men+","65 to 69 years","Persons in thousands","428","thousands","3","v2091301","1.3.2.20","395.3","","","","1"
"2024-11","Canada","2021A000011124","Employment","Men+","70 years and over","Persons in thousands","428","thousands","3","v2091302","1.3.2.21","258.6","","","","1"
"2024-12","Canada","2021A000011124","Employment","Men+","70 years and over","Persons in thousands","428","thousands","3","v2091302","1.3.2.21","267.5","","","","1"
"2025-01","Canada","2021A000011124","Employment","Men+","70 years and over","Persons in thousands","428","thousands","3","v2091302","1.3.2.21","266.0","","","","1"
"2025-02","Canada","2021A000011124","Employment","Men+","70 years and over","Persons in thousands","428","thousands","3","v2091302","1.3.2.21","262.5","","","","1"
"2025-03","Canada","2021A000011124","Employment","Men+","70 years and over","Persons in thousands","428","thousands","3","v2091302","1.3.2.21","258.0","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","15 years and over","Persons in thousands","428","thousands","3","v2091492","1.3.3.1","9839.2","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","15 years and over","Persons in thousands","428","thousands","3","v2091492","1.3.3.1","9865.5","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","15 years and over","Persons in thousands","428","thousands","3","v2091492","1.3.3.1","9818.0","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","15 years and over","Persons in thousands","428","thousands","3","v2091492","1.3.3.1","9873.8","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","15 years and over","Persons in thousands","428","thousands","3","v2091492","1.3.3.1","9889.2","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v2091493","1.3.3.2","1272.3","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v2091493","1.3.3.2","1283.6","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v2091493","1.3.3.2","1252.5","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v2091493","1.3.3.2","1256.1","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v2091493","1.3.3.2","1267.1","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","25 years and over","Persons in thousands","428","thousands","3","v2091494","1.3.3.3","8567.0","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","25 years and over","Persons in thousands","428","thousands","3","v2091494","1.3.3.3","8581.9","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","25 years and over","Persons in thousands","428","thousands","3","v2091494","1.3.3.3","8565.4","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","25 years and over","Persons in thousands","428","thousands","3","v2091494","1.3.3.3","8617.7","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","25 years and over","Persons in thousands","428","thousands","3","v2091494","1.3.3.3","8622.1","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","25 to 44 years","Persons in thousands","428","thousands","3","v2091495","1.3.3.4","4611.3","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","25 to 44 years","Persons in thousands","428","thousands","3","v2091495","1.3.3.4","4613.1","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","25 to 44 years","Persons in thousands","428","thousands","3","v2091495","1.3.3.4","4594.8","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","25 to 44 years","Persons in thousands","428","thousands","3","v2091495","1.3.3.4","4640.2","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","25 to 44 years","Persons in thousands","428","thousands","3","v2091495","1.3.3.4","4642.8","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","45 to 64 years","Persons in thousands","428","thousands","3","v19650590","1.3.3.22","3516.5","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","45 to 64 years","Persons in thousands","428","thousands","3","v19650590","1.3.3.22","3517.3","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","45 to 64 years","Persons in thousands","428","thousands","3","v19650590","1.3.3.22","3537.8","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","45 to 64 years","Persons in thousands","428","thousands","3","v19650590","1.3.3.22","3531.8","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","45 to 64 years","Persons in thousands","428","thousands","3","v19650590","1.3.3.22","3523.0","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","45 years and over","Persons in thousands","428","thousands","3","v2091496","1.3.3.5","3955.7","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","45 years and over","Persons in thousands","428","thousands","3","v2091496","1.3.3.5","3968.8","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","45 years and over","Persons in thousands","428","thousands","3","v2091496","1.3.3.5","3970.6","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","45 years and over","Persons in thousands","428","thousands","3","v2091496","1.3.3.5","3977.5","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","45 years and over","Persons in thousands","428","thousands","3","v2091496","1.3.3.5","3979.3","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v2091497","1.3.3.6","6607.3","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v2091497","1.3.3.6","6602.6","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v2091497","1.3.3.6","6604.9","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v2091497","1.3.3.6","6652.0","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v2091497","1.3.3.6","6641.8","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","55 years and over","Persons in thousands","428","thousands","3","v2091498","1.3.3.7","1959.6","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","55 years and over","Persons in thousands","428","thousands","3","v2091498","1.3.3.7","1979.3","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","55 years and over","Persons in thousands","428","thousands","3","v2091498","1.3.3.7","1960.5","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","55 years and over","Persons in thousands","428","thousands","3","v2091498","1.3.3.7","1965.7","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","55 years and over","Persons in thousands","428","thousands","3","v2091498","1.3.3.7","1980.3","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","15 to 64 years","Persons in thousands","428","thousands","3","v2091499","1.3.3.8","9400.0","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","15 to 64 years","Persons in thousands","428","thousands","3","v2091499","1.3.3.8","9414.0","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","15 to 64 years","Persons in thousands","428","thousands","3","v2091499","1.3.3.8","9385.2","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","15 to 64 years","Persons in thousands","428","thousands","3","v2091499","1.3.3.8","9428.1","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","15 to 64 years","Persons in thousands","428","thousands","3","v2091499","1.3.3.8","9432.9","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","15 to 19 years","Persons in thousands","428","thousands","3","v2091500","1.3.3.9","411.8","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","15 to 19 years","Persons in thousands","428","thousands","3","v2091500","1.3.3.9","420.6","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","15 to 19 years","Persons in thousands","428","thousands","3","v2091500","1.3.3.9","414.4","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","15 to 19 years","Persons in thousands","428","thousands","3","v2091500","1.3.3.9","406.8","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","15 to 19 years","Persons in thousands","428","thousands","3","v2091500","1.3.3.9","411.1","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","20 to 24 years","Persons in thousands","428","thousands","3","v2091501","1.3.3.10","860.5","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","20 to 24 years","Persons in thousands","428","thousands","3","v2091501","1.3.3.10","863.0","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","20 to 24 years","Persons in thousands","428","thousands","3","v2091501","1.3.3.10","838.1","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","20 to 24 years","Persons in thousands","428","thousands","3","v2091501","1.3.3.10","849.2","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","20 to 24 years","Persons in thousands","428","thousands","3","v2091501","1.3.3.10","856.0","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","25 to 29 years","Persons in thousands","428","thousands","3","v2091502","1.3.3.11","1149.4","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","25 to 29 years","Persons in thousands","428","thousands","3","v2091502","1.3.3.11","1152.4","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","25 to 29 years","Persons in thousands","428","thousands","3","v2091502","1.3.3.11","1127.1","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","25 to 29 years","Persons in thousands","428","thousands","3","v2091502","1.3.3.11","1138.3","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","25 to 29 years","Persons in thousands","428","thousands","3","v2091502","1.3.3.11","1145.3","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","30 to 34 years","Persons in thousands","428","thousands","3","v2091503","1.3.3.12","1203.3","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","30 to 34 years","Persons in thousands","428","thousands","3","v2091503","1.3.3.12","1192.7","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","30 to 34 years","Persons in thousands","428","thousands","3","v2091503","1.3.3.12","1194.2","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","30 to 34 years","Persons in thousands","428","thousands","3","v2091503","1.3.3.12","1214.7","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","30 to 34 years","Persons in thousands","428","thousands","3","v2091503","1.3.3.12","1218.3","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","35 to 39 years","Persons in thousands","428","thousands","3","v2091504","1.3.3.13","1129.0","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","35 to 39 years","Persons in thousands","428","thousands","3","v2091504","1.3.3.13","1134.2","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","35 to 39 years","Persons in thousands","428","thousands","3","v2091504","1.3.3.13","1135.9","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","35 to 39 years","Persons in thousands","428","thousands","3","v2091504","1.3.3.13","1156.3","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","35 to 39 years","Persons in thousands","428","thousands","3","v2091504","1.3.3.13","1166.6","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","40 to 44 years","Persons in thousands","428","thousands","3","v2091505","1.3.3.14","1129.7","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","40 to 44 years","Persons in thousands","428","thousands","3","v2091505","1.3.3.14","1133.8","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","40 to 44 years","Persons in thousands","428","thousands","3","v2091505","1.3.3.14","1137.6","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","40 to 44 years","Persons in thousands","428","thousands","3","v2091505","1.3.3.14","1130.9","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","40 to 44 years","Persons in thousands","428","thousands","3","v2091505","1.3.3.14","1112.6","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","45 to 49 years","Persons in thousands","428","thousands","3","v2091506","1.3.3.15","1002.1","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","45 to 49 years","Persons in thousands","428","thousands","3","v2091506","1.3.3.15","999.7","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","45 to 49 years","Persons in thousands","428","thousands","3","v2091506","1.3.3.15","1015.6","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","45 to 49 years","Persons in thousands","428","thousands","3","v2091506","1.3.3.15","1015.5","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","45 to 49 years","Persons in thousands","428","thousands","3","v2091506","1.3.3.15","1009.5","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","50 to 54 years","Persons in thousands","428","thousands","3","v2091507","1.3.3.16","994.0","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","50 to 54 years","Persons in thousands","428","thousands","3","v2091507","1.3.3.16","989.8","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","50 to 54 years","Persons in thousands","428","thousands","3","v2091507","1.3.3.16","994.5","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","50 to 54 years","Persons in thousands","428","thousands","3","v2091507","1.3.3.16","996.4","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","50 to 54 years","Persons in thousands","428","thousands","3","v2091507","1.3.3.16","989.6","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","55 to 59 years","Persons in thousands","428","thousands","3","v2091508","1.3.3.17","853.8","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","55 to 59 years","Persons in thousands","428","thousands","3","v2091508","1.3.3.17","859.8","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","55 to 59 years","Persons in thousands","428","thousands","3","v2091508","1.3.3.17","857.5","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","55 to 59 years","Persons in thousands","428","thousands","3","v2091508","1.3.3.17","856.5","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","55 to 59 years","Persons in thousands","428","thousands","3","v2091508","1.3.3.17","848.3","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","60 to 64 years","Persons in thousands","428","thousands","3","v2091509","1.3.3.18","666.7","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","60 to 64 years","Persons in thousands","428","thousands","3","v2091509","1.3.3.18","668.0","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","60 to 64 years","Persons in thousands","428","thousands","3","v2091509","1.3.3.18","670.3","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","60 to 64 years","Persons in thousands","428","thousands","3","v2091509","1.3.3.18","663.5","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","60 to 64 years","Persons in thousands","428","thousands","3","v2091509","1.3.3.18","675.7","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","65 years and over","Persons in thousands","428","thousands","3","v2091510","1.3.3.19","439.2","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","65 years and over","Persons in thousands","428","thousands","3","v2091510","1.3.3.19","451.5","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","65 years and over","Persons in thousands","428","thousands","3","v2091510","1.3.3.19","432.8","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","65 years and over","Persons in thousands","428","thousands","3","v2091510","1.3.3.19","445.7","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","65 years and over","Persons in thousands","428","thousands","3","v2091510","1.3.3.19","456.3","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","65 to 69 years","Persons in thousands","428","thousands","3","v2091511","1.3.3.20","290.5","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","65 to 69 years","Persons in thousands","428","thousands","3","v2091511","1.3.3.20","294.7","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","65 to 69 years","Persons in thousands","428","thousands","3","v2091511","1.3.3.20","279.6","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","65 to 69 years","Persons in thousands","428","thousands","3","v2091511","1.3.3.20","289.1","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","65 to 69 years","Persons in thousands","428","thousands","3","v2091511","1.3.3.20","296.6","","","","1"
"2024-11","Canada","2021A000011124","Employment","Women+","70 years and over","Persons in thousands","428","thousands","3","v2091512","1.3.3.21","148.7","","","","1"
"2024-12","Canada","2021A000011124","Employment","Women+","70 years and over","Persons in thousands","428","thousands","3","v2091512","1.3.3.21","156.8","","","","1"
"2025-01","Canada","2021A000011124","Employment","Women+","70 years and over","Persons in thousands","428","thousands","3","v2091512","1.3.3.21","153.1","","","","1"
"2025-02","Canada","2021A000011124","Employment","Women+","70 years and over","Persons in thousands","428","thousands","3","v2091512","1.3.3.21","156.6","","","","1"
"2025-03","Canada","2021A000011124","Employment","Women+","70 years and over","Persons in thousands","428","thousands","3","v2091512","1.3.3.21","159.7","","","","1"


